Brand;Year;Model;Used or New;Transmission;Cylinder.Enginer;Cylinder.Engine2;Liters.Engine;Liters.Engine2;Engine2;Drive Type;Fuel Type;Kilometres;Location;Country;Body Type;Doors;Doors2;Seats;Seats2;Price
Suzuki;2018;Swift;USED;Automatic;4;4 cyl;1.2;1.2 L;4 cyl, 1.2 L;Front;Unleaded;15878;Minchinbury, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;22995
Toyota;2018;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;53467;Liverpool, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;28950
Nissan;2018;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Unleaded;53343;Homebush, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;35990
Mercedes-Benz;2018;E350;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;Rear;Diesel;66445;Warwick Farm, NSW;Europe;Sedan;4; 4 Doors;5; 5 Seats;71880
Ford;2018;Focus;USED;Manual;4;4 cyl;2.3;2.3 L;4 cyl, 2.3 L;AWD;Premium;28681;Greenacre, NSW;North America;Hatchback;5; 5 Doors;5; 5 Seats;53990
Audi;2018;Q5;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;49113;Artarmon, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;47990
Subaru;2018;Liberty;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;91864;Liverpool, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;24990
Holden;2018;Colorado;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;Rear;Diesel;177141;North Strathfield, NSW;Oceania;Ute / Tray;4; 4 Doors;5; 5 Seats;21950
Volkswagen;2018;Tiguan;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;122256;Smeaton Grange, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;24990
Mini;2018;Convertible;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Premium;26758;Brookvale, NSW;Europe;Convertible;2; 2 Doors;4; 4 Seats;42999
Kia;2018;Sportage;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;176576;Minchinbury, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;18995
Volkswagen;2018;Passat;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;63751;Caringbah, NSW;Europe;Wagon;4; 4 Doors;5; 5 Seats;41990
Kia;2018;Carnival;USED;Automatic;6;6 cyl;3.3;3.3 L;6 cyl, 3.3 L;Front;Unleaded;64847;Brookvale, NSW;Asia;Wagon;4; 4 Doors;8; 8 Seats;46990
Toyota;2018;Hilux;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;232955;North Strathfield, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;32950
Mazda;2018;3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;38363;Wollongong, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;26888
Land;2018;Rover;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;4WD;Diesel;147632;Artarmon, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;52800
Mitsubishi;2018;Triton;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;4WD;Diesel;97109;Liverpool, NSW;Asia;Ute / Tray;2; 2 Doors;4; 4 Seats;33888
Volkswagen;2018;Amarok;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;4WD;Diesel;83639;Alexandria, NSW;Europe;Ute / Tray;4; 4 Doors;5; 5 Seats;49990
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;77205;Pendle Hill, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;21950
Maserati;2018;Ghibli;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;Rear;Premium;56188;Arncliffe, NSW;Europe;Sedan;4; 4 Doors;5; 5 Seats;78990
Subaru;2018;Outback;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;43725;Padstow, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;36990
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;82509;Lansvale, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;23999
Mitsubishi;2018;Pajero;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;4WD;Diesel;73958;Chatswood, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;44990
Mercedes-Benz;2018;E400;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Premium;33000;Molendinar, QLD;Europe;Coupe;2; 2 Doors;4; 4 Seats;86990
Ford;2018;Ranger;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;4WD;Diesel;39576;Brookvale, NSW;North America;Ute / Tray;4; 4 Doors;5; 5 Seats;51990
Volkswagen;2018;Golf;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Premium;101095;Liverpool, NSW;Europe;Wagon;4; 4 Doors;5; 5 Seats;24990
BMW;2018;X1;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;47799;Rozelle, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;45800
Toyota;2018;Camry;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Front;Unleaded;48727;Waterloo, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;35888
Mercedes-Benz;2018;GLC250;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;72819;Castle Hill, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;49990
Toyota;2018;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;91023;West Ryde, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;29388
Isuzu;2018;D-MAX;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;Rear;Diesel;308057;Kirrawee, NSW;Asia;Ute / Tray;2; 2 Doors;2; 2 Seats;17800
Volkswagen;2018;Polo;USED;Automatic;3;3 cyl;1;1 L;3 cyl, 1 L;Front;Premium;50455;Wollongong, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;24888
Holden;2018;Colorado;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;172952;Blacktown, NSW;Oceania;Ute / Tray;4; 4 Doors;5; 5 Seats;24888
Toyota;2018;Kluger;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Front;Unleaded;122793;Brookvale, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;37880
Kia;2018;Cerato;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;84266;Wollongong, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;23990
Mazda;2018;BT-50;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;Rear;Diesel;212912;Bankstown, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;22990
Nissan;2018;Qashqai;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;172117;Five Dock, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;17999
Audi;2018;S3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;46956;Smeaton Grange, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;52888
Nissan;2018;Qashqai;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;97991;Homebush, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;25999
Audi;2018;A3;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Premium;22404;Chatswood, NSW;Europe;Other;4; 4 Doors;5; 5 Seats;32800
Volkswagen;2018;Golf;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;60182;Caringbah, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;42888
BMW;2018;X3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Unleaded;68375;Zetland, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;47880
Toyota;2018;Landcruiser;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;97540;East Maitland, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;72990
Mazda;2018;CX-5;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;26890;Mosman, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;32990
Nissan;2018;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;4WD;Unleaded;114953;Singleton, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;27990
BMW;2018;X6;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Diesel;49928;Brookvale, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;77990
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Hybrid;23897;Alexandria, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;29990
Subaru;2018;Impreza;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Unleaded;102390;Pendle Hill, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;20950
Toyota;2018;Hilux;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;105911;Gateshead, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;58990
Volkswagen;2018;Golf;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Premium;35748;Mascot, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;32990
BMW;2018;330I;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Rear;Premium;35197;Lindfield, NSW;Europe;Wagon;4; 4 Doors;5; 5 Seats;44990
Subaru;2018;Outback;USED;Automatic;6;6 cyl;3.6;3.6 L;6 cyl, 3.6 L;AWD;Unleaded;122521;Wollongong, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;32888
Hyundai;2018;I30;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Unleaded;49308;Greenacre, NSW;Asia;Hatchback;4; 4 Doors;5; 5 Seats;32800
Volkswagen;2018;Arteon;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;60351;Granville, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;43990
Volvo;2018;XC60;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Diesel;100180;Wollongong, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;40888
Toyota;2018;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;54963;Smithfield, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;27800
LDV;2018;G10;USED;Automatic;4;4 cyl;1.9;1.9 L;4 cyl, 1.9 L;Rear;Diesel;54105;Arncliffe, NSW;Europe;Commercial;4; 4 Doors;2; 2 Seats;24990
Mitsubishi;2018;Outlander;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;Front;Unleaded;81579;Granville, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;24900
Land;2018;Rover;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Diesel;56601;Singleton, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;109990
Toyota;2018;Landcruiser;USED;Automatic;8;8 cyl;4.5;4.5 L;8 cyl, 4.5 L;4WD;Diesel;181769;Penrith, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;95950
Hyundai;2018;Tucson;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;AWD;Unleaded;76157;Warwick Farm, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;33990
Hyundai;2018;I30;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Diesel;56012;Alexandria, NSW;Asia;Hatchback;4; 4 Doors;5; 5 Seats;23990
Holden;2018;Commodore;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Diesel;94406;Enfield, SA;Oceania;Wagon;4; 4 Doors;5; 5 Seats;21990
Volkswagen;2018;Golf;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Premium;36791;Alexandria, NSW;Europe;Wagon;4; 4 Doors;5; 5 Seats;32990
Ford;2018;Ranger;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;4WD;Diesel;164762;Port Macquarie, NSW;North America;Ute / Tray;4; 4 Doors;5; 5 Seats;39990
Mazda;2018;2;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;115078;Leichhardt, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;17990
Mazda;2018;6;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;56404;Brookvale, NSW;Asia;Wagon;4; 4 Doors;5; 5 Seats;33990
Toyota;2018;Hilux;USED;Automatic;4;4 cyl;2.7;2.7 L;4 cyl, 2.7 L;Rear;Unleaded;80608;Granville, NSW;Asia;Ute / Tray;2; 2 Doors;2; 2 Seats;26999
Ford;2018;Everest;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;4WD;Diesel;63250;Lilydale, VIC;North America;SUV;4; 4 Doors;7; 7 Seats;52999
Mitsubishi;2018;Eclipse;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;96582;Berwick, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;25999
Volkswagen;2018;Amarok;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;4WD;Diesel;69212;Blacktown, NSW;Europe;Ute / Tray;4; 4 Doors;5; 5 Seats;41880
Toyota;2018;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;92568;Campbelltown, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;29950
Mitsubishi;2018;Triton;USED;Manual;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;4WD;Diesel;174382;Singleton, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;25990
BMW;2018;X3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Premium;75000;Sylvania, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;56988
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;58941;Seven Hills, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;23990
Ford;2018;Escape;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Premium;60362;East Maitland, NSW;North America;SUV;4; 4 Doors;5; 5 Seats;26490
Mazda;2018;3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;45193;Warwick Farm, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;24990
Kia;2018;Sorento;USED;Automatic;4;4 cyl;2.2;2.2 L;4 cyl, 2.2 L;AWD;Diesel;88895;Lilydale, VIC;Asia;SUV;4; 4 Doors;7; 7 Seats;41999
Toyota;2018;Hilux;USED;Automatic;4;4 cyl;2.7;2.7 L;4 cyl, 2.7 L;Rear;Unleaded;93839;Fairfield East, NSW;Asia;Ute / Tray;2; 2 Doors;2; 2 Seats;26990
Mitsubishi;2018;ASX;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;68580;Berwick, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;24999
Volkswagen;2018;Tiguan;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;68290;Mascot, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;29990
Toyota;2018;HiAce;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;Rear;Diesel;160589;Lidcombe, NSW;Asia;Commercial;4; 4 Doors;2; 2 Seats;34995
Mercedes-Benz;2018;CLS53;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Premium;13344;Carlton, NSW;Europe;Sedan;4; 4 Doors;5; 5 Seats;114888
LDV;2018;T60;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;75657;Five Dock, NSW;Europe;Ute / Tray;4; 4 Doors;5; 5 Seats;24900
Volkswagen;2018;Golf;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Premium;59175;Lilydale, VIC;Europe;Hatchback;5; 5 Doors;5; 5 Seats;28999
BMW;2018;X3;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Premium;65591;Pennant Hills, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;46999
Nissan;2018;X-Trail;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;89659;Blacktown, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;22990
Mazda;2018;BT-50;USED;Automatic;5;5 cyl;3.2;3.2 L;5 cyl, 3.2 L;4WD;Diesel;38031;Taylors Beach, NSW;Asia;Ute / Tray;4; 4 Doors;4; 4 Seats;47990
Nissan;2018;Qashqai;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;59800;Berwick, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;28999
Land;2018;Rover;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;4WD;Diesel;74458;Brookvale, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;64980
Subaru;2018;Forester;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;39812;Alexandria, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;36990
Toyota;2018;Hilux;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;111798;Brookvale, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;45880
Land;2018;Rover;USED;Automatic;8;8 cyl;4.4;4.4 L;8 cyl, 4.4 L;AWD;Diesel;93127;Glebe, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;189990
Kia;2018;Picanto;USED;Automatic;4;4 cyl;1.2;1.2 L;4 cyl, 1.2 L;Front;Unleaded;72255;Cheltenham, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;15990
Ford;2018;Mondeo;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;47594;Blacktown, NSW;North America;Hatchback;5; 5 Doors;5; 5 Seats;29888
Mitsubishi;2018;Pajero;USED;Automatic;4;4 cyl;3.2;3.2 L;4 cyl, 3.2 L;4WD;Diesel;126807;Capalaba, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;39990
Toyota;2018;RAV4;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;132928;Taylors Beach, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;31888
Audi;2018;Q5;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;AWD;Diesel;81383;Zetland, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;49880
Nissan;2018;Qashqai;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;111988;Pendle Hill, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;21950
Hyundai;2018;I30;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;44378;Mcgraths Hill, NSW;Asia;Hatchback;4; 4 Doors;5; 5 Seats;23888
Holden;2018;Colorado;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;Rear;Diesel;161456;Moorebank, NSW;Oceania;Ute / Tray;4; 4 Doors;5; 5 Seats;24990
Audi;2018;TT;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;41752;Burwood, NSW;Europe;Coupe;2; 2 Doors;4; 4 Seats;58800
Volkswagen;2018;Tiguan;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;72915;Mascot, NSW;Europe;SUV;4; 4 Doors;7; 7 Seats;39990
Mazda;2018;CX-5;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;25403;Port Macquarie, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;36990
Audi;2018;A1;USED;Automatic;3;3 cyl;1;1 L;3 cyl, 1 L;Front;Premium;150100;Five Dock, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;16998
Mazda;2018;CX-5;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;41425;Brookvale, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;37990
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Hybrid;81624;South Hurstville, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;30990
Mitsubishi;2018;Pajero;USED;Automatic;4;4 cyl;3.2;3.2 L;4 cyl, 3.2 L;4WD;Diesel;101260;Granville, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;39900
Volkswagen;2018;Golf;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;AWD;Premium;41000;Brookvale, NSW;Europe;Hatchback;5; 5 Doors;5; 5 Seats;46880
Mitsubishi;2018;Triton;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;4WD;Diesel;88483;Penrith, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;44987
Mazda;2018;3;USED;Manual;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;38118;Stanmore, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;23990
Kia;2018;Cerato;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;30527;Campbelltown, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;21990
Hyundai;2018;Elantra;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;117500;Castle Hill, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;21990
Jeep;2018;Grand;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;4WD;Diesel;69885;Blacktown, NSW;North America;SUV;4; 4 Doors;5; 5 Seats;47880
Kia;2018;RIO;USED;Automatic;4;4 cyl;1.4;1.4 L;4 cyl, 1.4 L;Front;Unleaded;86573;Moorebank, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;17990
Isuzu;2018;D-MAX;USED;Automatic;4;4 cyl;3;3 L;4 cyl, 3 L;4WD;Diesel;207661;Caringbah, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;39990
Mazda;2018;CX-5;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;AWD;Unleaded;96825;Essendon, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;34990
Mercedes-Benz;2018;GLA180;USED;Automatic;4;4 cyl;1.6;1.6 L;4 cyl, 1.6 L;Front;Premium;39966;Rozelle, NSW;Europe;SUV;4; 4 Doors;5; 5 Seats;38800
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;56202;Moorebank, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;26990
Toyota;2018;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Hybrid;45930;Belmore, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;35990
Mercedes-Benz;2018;S450;USED;Automatic;8;8 cyl;3;3 L;8 cyl, 3 L;Rear;Premium;37175;Five Dock, NSW;Europe;Sedan;4; 4 Doors;5; 5 Seats;95900
Toyota;2018;Landcruiser;USED;Automatic;4;4 cyl;2.8;2.8 L;4 cyl, 2.8 L;4WD;Diesel;149158;Coopers Plains, QLD;Asia;SUV;4; 4 Doors;7; 7 Seats;49999
Hyundai;2018;I30;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Unleaded;14334;Liverpool, NSW;Asia;Hatchback;4; 4 Doors;5; 5 Seats;23490
Maserati;2018;Ghibli;USED;Automatic;6;6 cyl;3;3 L;6 cyl, 3 L;Rear;Premium;57186;Burwood, NSW;Europe;Sedan;4; 4 Doors;5; 5 Seats;79800
Toyota;2018;Camry;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;81518;Minchinbury, NSW;Asia;Sedan;4; 4 Doors;5; 5 Seats;27995
Subaru;2018;Outback;USED;Automatic;6;6 cyl;3.6;3.6 L;6 cyl, 3.6 L;AWD;Unleaded;52658;Blacktown, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;39999
Mazda;2018;CX-9;USED;Automatic;4;4 cyl;2.5;2.5 L;4 cyl, 2.5 L;Front;Unleaded;14732;Mosman, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;46990
Subaru;2018;Outback;USED;Automatic;6;6 cyl;3.6;3.6 L;6 cyl, 3.6 L;AWD;Unleaded;101097;Campbelltown, NSW;Asia;SUV;4; 4 Doors;5; 5 Seats;31990
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Hybrid;45591;Lilydale, VIC;Asia;Hatchback;5; 5 Doors;5; 5 Seats;37999
Ford;2018;Mondeo;USED;Automatic;4;4 cyl;2;2 L;4 cyl, 2 L;Front;Diesel;81087;Strathalbyn, SA;North America;Hatchback;5; 5 Doors;5; 5 Seats;21990
Kia;2018;Picanto;USED;Automatic;4;4 cyl;1.2;1.2 L;4 cyl, 1.2 L;Front;Unleaded;115923;West Ryde, NSW;Asia;Hatchback;5; 5 Doors;5; 5 Seats;16388
Holden;2018;Calais;USED;Automatic;6;6 cyl;3.6;3.6 L;6 cyl, 3.6 L;AWD;Premium;109778;Strathalbyn, SA;Oceania;Hatchback;5; 5 Doors;5; 5 Seats;29990
Toyota;2018;Corolla;USED;Automatic;4;4 cyl;1.8;1.8 L;4 cyl, 1.8 L;Front;Unleaded;67820;Enfield, SA;Asia;Hatchback;5; 5 Doors;5; 5 Seats;24990
Toyota;2018;Kluger;USED;Automatic;6;6 cyl;3.5;3.5 L;6 cyl, 3.5 L;Front;Unleaded;49156;Alexandria, NSW;Asia;SUV;4; 4 Doors;7; 7 Seats;39990
Mitsubishi;2018;Triton;USED;Automatic;4;4 cyl;2.4;2.4 L;4 cyl, 2.4 L;4WD;Diesel;69804;Greenacre, NSW;Asia;Ute / Tray;4; 4 Doors;5; 5 Seats;43800
Honda;2018;CR-V;USED;Automatic;4;4 cyl;1.5;1.5 L;4 cyl, 1.5 L;Front;Unleaded;123995;Berwick, VIC;Asia;SUV;4; 4 Doors;5; 5 Seats;28999
